concept_id,reading,category,voice,test_type,verdict,n,diff,ci_lo,ci_hi,p,q_bh,holm,verified,deepdive_label,summary,result_path,script
trend-as-aggressive-move-to-objective,,structure,own,trade,UNDERPOWERED,599,-0.0729085,-0.263595,0.111165,0.4457,0.7273,keep,,,"Aggressive move: a 1h displacement break of a 2/2 swing, using threshold_fits N=4, r=1.5, d=0.65. Condition: it heads toward an unreached PDH or PDL. Trade with the move, target the objective, stop at a 50% retracement of the window leg (the 'shallow' cut), 10h hold. Diff -0.07R, UNDERPOWERED (n=599, MDE 0.27).",concept_campaign/results/trend-as-aggressive-move-to-objective.json,concept_campaign/tests/structure_own_05a/trend-as-aggressive-move-to-objective.py
trend-by-previous-day-extremes,,structure,own,rate,NEGATIVE,1328,-0.0421687,-0.0729029,-0.0123494,0.006337,0.06678,keep,,,"Trend = 2 consecutive days taking PDH (or PDL) by wick. Hit = the next session takes today's high (low); null = same distance and same bar horizon from random moments. 50.7% vs null 54.9%, so the trend-conditioned draw is hit LESS often than geometry predicts.",concept_campaign/results/trend-by-previous-day-extremes.json,concept_campaign/tests/structure_own_05b/trend-by-previous-day-extremes.py
trend-entry-options,,entry,own,trade,EDGE,8174,0.0884507,0.0525577,0.122162,6.315e-07,1.76e-05,reject,refuted_both,,Refuted (both): reduces to the cheat-code first opposing candle; the whole effect is in the smallest-stop quintile (median stop 0.11pt).,concept_campaign/results/trend-entry-options.json,concept_campaign/tests/entry_own_03b/trend-entry-options.py
ttfm-favorite-daily-4h-15m,,model,own,trade,UNDERPOWERED,242,-0.022243,-0.168808,0.128089,0.769,0.9221,keep,,,"Daily C2 bias, a same-direction 4h C2 (forex grid), then the first 15m CISD inside 4h C3 holding the C2 half; 2R, 150 min. -0.022R, CI [-0.169,+0.128]. Underpowered, and the sign agrees with phase 3's -0.028R.",concept_campaign/results/ttfm-favorite-daily-4h-15m.json,concept_campaign/tests/model_own_02b/ttfm-favorite-daily-4h-15m.py
ttfm-hourly-5m-playbook,,model,own,trade,UNDERPOWERED,736,-0.0272625,-0.108941,0.0579202,0.5219,0.7774,keep,,,"Full playbook: a daily C2/C3 closure confirmed by an hourly CISD, then an hourly C2 in the previous day's bias-side half, then a 5m CISD within the next hour; 2R target, 50-minute hold. The difference is negative and underpowered (MDE 0.119), consistent with phase 3's refuted 5m/1H/1D conjunction.",concept_campaign/results/ttfm-hourly-5m-playbook.json,concept_campaign/tests/model_own_03b/ttfm-hourly-5m-playbook.py
ttfm-indicator-settings,,model,own,untestable,UNTESTABLE,0,,,,,,,,,"Describes the settings of a TradingView indicator and makes no market claim. The C2/C3/C4 print rules it encodes are paywalled (CqMIh-Vvhbg), and both stated measurables need the proprietary indicator's own output.",concept_campaign/results/ttfm-indicator-settings.json,concept_campaign/tests/model_own_02b/ttfm-indicator-settings.py
ttfm-minimal-toolkit,,model,own,untestable,UNTESTABLE,0,,,,,,,,,"An inventory of what is on the chart; the corpus itself calls the refusals personal preference. There is no directional price claim, and its only measurable is a no-difference comparison against an unspecified set, which a +/- verdict cannot express. The kept and dropped tools are each tested under their own ids.",concept_campaign/results/ttfm-minimal-toolkit.json,concept_campaign/tests/model_own_03b/ttfm-minimal-toolkit.py
ttfm-scalping-model,,model,own,trade,NULL,11958,0.0100162,-0.0150879,0.0347697,0.431,0.7221,keep,,,"Bias from a 1H C2/C3 closure, then a 15m C2 that forms the next hour's wick, entered at the 15m close with a stop at the swing, 2R target, 60-minute hold. +0.010R against the matched control, powered NULL (MDE 0.036).",concept_campaign/results/ttfm-scalping-model.json,concept_campaign/tests/model_own_04b/ttfm-scalping-model.py
ttfm-swing-trading-model,,model,own,trade,UNDERPOWERED,41,0.601876,-0.0724831,1.3574,0.09894,0.3624,keep,,,"Weekly C2 bias, then a daily C2 plus a 1H CISD in that direction, entered at the daily close with a stop at the daily extreme, target the weekly draw (only if at least 2R away), exit at the week close. Only 41 trades in 10.5 years, so UNDERPOWERED.",concept_campaign/results/ttfm-swing-trading-model.json,concept_campaign/tests/model_own_04b/ttfm-swing-trading-model.py
turtle-soup-sweep-entry,a,entry,own,trade,NULL,9676,0.0120574,-0.0348485,0.0568667,0.6063,0.8237,keep,,,"Confident variant: in a 15m swing trend, fade the raid of the last swing high or low at the first M1 through it, with a fixed stop of 0.5 x ATR(14), targeting the opposing swing. +0.012R, a powered null.",concept_campaign/results/turtle-soup-sweep-entry__a.json,concept_campaign/tests/entry_own_02b/turtle-soup-sweep-entry.py
turtle-soup-sweep-entry,b,entry,own,trade,UNDERPOWERED,4710,-0.0500211,-0.188732,0.0635162,0.437,0.726,keep,,,"Conservative variant: the raiding 15m bar closes back inside, enter on that close, stop on the raid extreme, target the opposing swing. -0.05R with a wide CI (MDE 0.18), underpowered.",concept_campaign/results/turtle-soup-sweep-entry__b.json,concept_campaign/tests/entry_own_02b/turtle-soup-sweep-entry.py
two-stage-smt,,liquidity,guest,gate,NULL,2963,0.00365439,-0.0610464,0.0685726,0.912,0.9709,keep,,,"Same 1H gold/silver SMT book. Gate 'stage2' (38% of trades): on the next bar either a PSP (opposite-colour closes) or a candle-2/candle-3 SMT. Two-stage minus one-stage = +0.004R, CI [-0.061, +0.069], powered (MDE 0.093), so NULL: the second stage adds nothing.",concept_campaign/results/two-stage-smt.json,concept_campaign/tests/liquidity_guest_01a/two-stage-smt.py
unicorn-candle-count-filter,,entry,guest,gate,NULL,3462,0.0117895,-0.0529541,0.0737108,0.7152,0.8921,keep,,,"Gate on the 5m unicorn limit book: breaker L1->H1->lower low->close through H1, with an overlapping same-direction FVG. Limit at the overlap edge, stop at the breaker's far edge, 2R, 50 min hold. Gated = formation count from L1 to completion <= 12 bars (3,462) vs 13-48 bars (4,758).",concept_campaign/results/unicorn-candle-count-filter.json,concept_campaign/tests/entry_guest_01b/unicorn-candle-count-filter.py
unicorn-entry-model,,entry,guest,trade,UNDERPOWERED,360,0.0428338,-0.105572,0.188218,0.5677,0.8029,keep,,,"NickDoesFutures unicorn on 5m: the stop run takes the Asia range or previous-day extreme, and the unicorn completes 09:00-11:00 NY. Limit at the overlap edge rests until min(60 min, 11:00), cancelled if 2R trades first. Stop at the breaker's far edge; 2R is the 80% leg (the 3R remainder is not modelled).",concept_campaign/results/unicorn-entry-model.json,concept_campaign/tests/entry_guest_01b/unicorn-entry-model.py
unicorn-model,a,model,own,trade,NULL,23036,0.0102505,-0.00419631,0.0249089,0.1674,0.4636,keep,,,"The pattern alone on 5m (breaker plus overlapping FVG, limit at the overlap edge, stop at the swept extreme, 2R). A powered zero against the matched control.",concept_campaign/results/unicorn-model__a.json,concept_campaign/tests/model_own_04a/unicorn-model.py
unicorn-model,b,model,own,trade,NULL,4563,0.00489006,-0.0275847,0.03636,0.7644,0.9221,keep,,,"The same unicorn restricted to setups confirmed at a session open (London 02:00-05:00, NY 09:30-11:00). A powered zero.",concept_campaign/results/unicorn-model__b.json,concept_campaign/tests/model_own_04a/unicorn-model.py
universal-models,,model,guest,trade,UNDERPOWERED,282,-0.166408,-0.464674,0.141086,0.2816,0.6006,keep,,,"Order-pairing range with both required confirmations: the first 1h C2 closure through PDH or PDL, plus XAG_USD SMT (silver has not taken its own prior-day extreme). Target the opposite side of the range, hold 24h, control matched on NY time of day. Diff -0.166R, CI [-0.46, +0.14]; only n=282.",concept_campaign/results/universal-models.json,concept_campaign/tests/model_guest_02b/universal-models.py
upper-half-eq-expansion-filter,a,structure,own,gate,UNDERPOWERED,2088,-0.0418485,-0.11828,0.0377941,0.2932,0.609,keep,,,"Wick reading. Baseline: 3,978 1h CISDs taken in the direction of the previous daily candle's close, stop at the protected swing, 2R. Gate: the day's running low has held the previous day's 50% level (EQ) (fires 52.6%). -0.042R, against the claim but inside CI [-0.118, +0.038], MDE 0.112.",concept_campaign/results/upper-half-eq-expansion-filter__a.json,concept_campaign/tests/structure_own_02b/upper-half-eq-expansion-filter.py
upper-half-eq-expansion-filter,b,structure,own,gate,UNDERPOWERED,2458,-0.0266194,-0.103297,0.0533913,0.5054,0.7677,keep,,,"Close reading on the same book. Gate: no 1h close of the day beyond the previous day's EQ, against the trade (fires 61.9%). -0.027R, CI [-0.103, +0.053], MDE 0.112.",concept_campaign/results/upper-half-eq-expansion-filter__b.json,concept_campaign/tests/structure_own_02b/upper-half-eq-expansion-filter.py
upper-half-positioning,,entry,own,gate,NULL,3477,0.0182824,-0.0414727,0.0764469,0.5434,0.7917,keep,,,"Baseline is the 1h CISD book targeting the untaken prior-day high/low, 10h hold. Gate: entry sits in the swing-side half of the swing-to-target distance, which fired on 66.9% of events. Gated vs complement: +0.018R [-0.041, +0.076]. Powered null (MDE 0.084).",concept_campaign/results/upper-half-positioning.json,concept_campaign/tests/entry_own_01b/upper-half-positioning.py
v-shape-reversal,,structure,own,gate,NULL,1176,0.0471218,-0.0147681,0.111473,0.1434,0.4375,keep,,,"Tested role 3: V-shapes at a relevant level (PD/PW extreme) against V-shapes elsewhere. A V-shape is a 15m 20-bar extreme retraced 0.62 of its leg within 3 candles, traded in the V direction with 2R. Gate +0.047R, CI contains 0, powered NULL. Roles 1 and 2 are labelling rules, not outcome claims.",concept_campaign/results/v-shape-reversal.json,concept_campaign/tests/structure_own_02a/v-shape-reversal.py
v-shape-reversal-speed,a,structure,own,gate,NULL,6912,0.000735647,-0.0394329,0.0436063,0.9723,0.9895,keep,,,"Tested absolute speed on 15m CISD closures at a 20-bar POI: closures within 1 to 3 candles of the extreme against closures taking 4 to 10 candles. Powered zero, +0.001R.",concept_campaign/results/v-shape-reversal-speed__a.json,concept_campaign/tests/structure_own_02a/v-shape-reversal-speed.py
v-shape-reversal-speed,b,structure,own,gate,NULL,5483,-0.000486671,-0.0422749,0.0428852,0.9821,0.9925,keep,,,"Tested relative speed on the same book: the recovery takes no more candles than the opposing series into the extreme. Powered zero, -0.000R.",concept_campaign/results/v-shape-reversal-speed__b.json,concept_campaign/tests/structure_own_02a/v-shape-reversal-speed.py
valid-structure-flip,,structure,guest,trade,NULL,11812,-0.0109995,-0.0359151,0.0117874,0.3661,0.6708,keep,,,"Trade test on 15m bars with 2/2 fractal swings. The flip is a close beyond the last valid swing against the previous break. Entry at the flip close, stop at the strong extreme, 2R target, 10h hold. Result -0.011R vs the matched random entry: powered NULL (MDE 0.034). Probe passed, ties negligible.",concept_campaign/results/valid-structure-flip.json,concept_campaign/tests/structure_guest_01b/valid-structure-flip.py
valuation-by-speculation,,model,guest,trade,UNDERPOWERED,531,0.0392342,-0.190425,0.286854,0.7473,0.9145,keep,,,"At Tuesday's close, trade against the week-to-date move away from the Monday 00:00 NY weekly open (long if Tuesday closed below it). Stop at the Mon+Tue extreme, no target, exit at Friday's close (69h, bars basis). avg R -0.078, diff vs matched control +0.039 with a wide CI.",concept_campaign/results/valuation-by-speculation.json,concept_campaign/tests/model_guest_02a/valuation-by-speculation.py
volatility-timeframe-selection,,time,own,gate,NULL,62889,-0.00092934,-0.0135722,0.0117833,0.8858,0.9709,keep,,,"Pooled phase-3 5m and 15m CISD books. Gated = 5m in high volatility plus 15m in low volatility (recent/typical 5m range ratio above or below 1, declared before run). Result: no difference, powered NULL (MDE 0.018).",concept_campaign/results/volatility-timeframe-selection.json,concept_campaign/tests/time_own_02b/volatility-timeframe-selection.py
volume-imbalance,,structure,own,trade,EDGE,14958,0.0388541,0.0130699,0.0635293,0.002541,0.03485,keep,refuted_both,,Refuted (both): feed noise at 15m candle boundaries in 2016-18 (stops 2-4x the open/close gap); effect exists only in B1.,concept_campaign/results/volume-imbalance.json,concept_campaign/tests/structure_own_04a/volume-imbalance.py
volume-profile-ledge,,structure,guest,untestable,UNTESTABLE,0,,,,,,,,,"Ledges and low-volume nodes are defined by traded volume at price. The certified XAUUSD M1 data is OHLC only (checked in the script), and spot gold has no consolidated volume. A time-at-price (TPO) proxy would test a different object.",concept_campaign/results/volume-profile-ledge.json,concept_campaign/tests/structure_guest_02b/volume-profile-ledge.py
volume-spike-at-extremes,,liquidity,guest,untestable,UNTESTABLE,0,,,,,,,,,"Needs traded volume on 15s/30s/1m futures bars. No XAU file has a volume or tick column or any sub-minute bars, and spot gold is OTC. Using M1 range as a stand-in would test a different concept.",concept_campaign/results/volume-spike-at-extremes.json,concept_campaign/tests/liquidity_guest_01b/volume-spike-at-extremes.py
weekly-candle-institutional-profile,,model,guest,gate,NULL,2770,0.00482511,-0.0543502,0.0657291,0.8748,0.9678,keep,,,"Gate 'buy at/below the weekly open (Monday 00:00 NY), sell at/above it' tested on the phase-3 locked 1h CISD baseline (7,513 events after the weekly open; 2,770 gated). Gated minus complement is +0.005R, CI [-0.054, +0.066]. Powered NULL (MDE 0.086): entry location relative to the weekly open adds nothing.",concept_campaign/results/weekly-candle-institutional-profile.json,concept_campaign/tests/model_guest_02a/weekly-candle-institutional-profile.py
weekly-chart-not-used,,time,own,gate,UNDERPOWERED,2171,0.0111394,-0.0646421,0.0850563,0.7705,0.9221,keep,,,"Does the weekly step add value? Among 1h CISD trades already aligned with the prior-day candle, compare those also aligned with the prior-week candle against those that are not. Claim '+'; the concept predicts NULL. +0.011R, CI [-0.065, +0.085]. MDE is 0.107 against the 0.10 threshold, just UNDERPOWERED.",concept_campaign/results/weekly-chart-not-used.json,concept_campaign/tests/time_own_03b/weekly-chart-not-used.py
weekly-open-as-fair-value,,time,own,rate,NULL,2175,-0.00137931,-0.0235425,0.019954,0.9011,0.9709,keep,,,"Magnet reading of 'fair value'. On each non-first trading day of a week, is the week's opening price (Sunday 18:00 NY) touched that day? It was touched 39.6% of the time vs 39.7% for a level at the same signed distance at matched random moments: -0.1pp, CI [-2.4, +2.0]. Powered NULL;",concept_campaign/results/weekly-open-as-fair-value.json,concept_campaign/tests/time_own_03b/weekly-open-as-fair-value.py
weekly-profile,,time,own,gate,UNDERPOWERED,948,0.0771899,-0.0415358,0.188891,0.1891,0.4957,keep,,,"Chained daily bias from the previous-candle engine; gate is whether the next day is C3/C4 of the chain rather than C5 or later (the 'stops before C5' claim). Point estimate is positive in both halves, but the C5+ arm has only 159 effective days.",concept_campaign/results/weekly-profile.json,concept_campaign/tests/time_own_03a/weekly-profile.py
